"Problem","Severity","File","Line","Column","Rule","Description","URL","Category","Engine"
"274","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","442","27","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"275","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","453","15","EmptyCatchBlock","Avoid empty catch blocks","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptycatchblock","Error Prone","pmd"
"276","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","463","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"277","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","463","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"278","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","463","20","StdCyclomaticComplexity","The method 'generateHtmlReport' has a Standard Cyclomatic Complexity of 37.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#stdcyclomaticcomplexity","Design","pmd"
"279","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","463","20","NcssMethodCount","The method 'generateHtmlReport()' has an NCSS line count of 127 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"280","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","463","20","CognitiveComplexity","The method 'generateHtmlReport(Map<String, Object>)' has a cognitive complexity of 96, current threshold is 15","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cognitivecomplexity","Design","pmd"
"281","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","463","20","CyclomaticComplexity","The method 'generateHtmlReport(Map<String, Object>)' has a cyclomatic complexity of 47.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"282","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","469","31","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"283","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","469","31","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"284","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","472","29","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"285","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","472","29","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"286","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","515","35","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"287","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","515","35","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"288","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","516","40","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"289","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","516","40","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"290","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","541","25","AvoidDeeplyNestedIfStmts","Deeply nested if..then statements are hard to read","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#avoiddeeplynestedifstmts","Design","pmd"
"291","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","601","35","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"292","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","601","35","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"293","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","603","42","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"294","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","603","42","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"295","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","654","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"296","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","654","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"297","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","655","29","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"298","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","655","29","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"299","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","657","80","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"300","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","657","80","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"301","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","658","78","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"302","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","658","78","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"303","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","659","76","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"304","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","659","76","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"305","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","666","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"306","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","666","20","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"307","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","667","31","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"308","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","667","31","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"309","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","669","45","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"310","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","669","45","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"311","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","670","47","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"312","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","670","47","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"313","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","671","44","IfStmtsMustUseBraces","Avoid using if statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifstmtsmustusebraces","Code Style","pmd"
"314","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","671","44","IfElseStmtsMustUseBraces","Avoid using if...else statements without curly braces","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_codestyle.html#ifelsestmtsmustusebraces","Code Style","pmd"
"315","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisService.cls","680","20","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"316","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisServiceTest.cls","7","5","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"317","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisServiceTest.cls","65","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"318","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisServiceTest.cls","89","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"319","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisServiceTest.cls","90","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"320","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisServiceTest.cls","108","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"321","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisServiceTest.cls","109","9","ApexAssertionsShouldIncludeMessage","'System.assertEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"322","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/FlowAnalysisServiceTest.cls","158","9","ApexAssertionsShouldIncludeMessage","'System.assertNotEquals' should have 3 parameters.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_bestpractices.html#apexassertionsshouldincludemessage","Best Practices","pmd"
"323","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","16","8","CyclomaticComplexity","The class 'PromptTemplateDebugger' has a total cyclomatic complexity of 44 (highest 8).","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#cyclomaticcomplexity","Design","pmd"
"324","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","24","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"325","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","24","19","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"326","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","31","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"327","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","31","19","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"328","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","40","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"329","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","52","19","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"330","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","62","52","EmptyStatementBlock","Avoid empty block statements.","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptystatementblock","Error Prone","pmd"
"331","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","66","11","EmptyCatchBlock","Avoid empty catch blocks","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_errorprone.html#emptycatchblock","Error Prone","pmd"
"332","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","73","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"333","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","73","12","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"334","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","80","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"335","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","80","12","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"336","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","110","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"337","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","129","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"338","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","147","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"339","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","147","13","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"340","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","147","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"341","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","186","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"342","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","186","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"343","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","227","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"344","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","227","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"345","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","268","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"346","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","268","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"347","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","289","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"348","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","289","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"349","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","308","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"350","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","308","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"351","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","329","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"352","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","329","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"353","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","346","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"354","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","346","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"355","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","346","13","NcssMethodCount","The method 'analyzeCommonErrors()' has an NCSS line count of 50 (limit: 40)","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_design.html#ncssmethodcount","Design","pmd"
"356","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","403","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"357","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","422","13","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"358","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","422","13","ApexDoc","Missing or mismatched ApexDoc @param","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"359","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","431","12","ApexDoc","Missing ApexDoc @description","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
"360","3","/Users/spasumarty/Documents/PersonalOrg/force-app/main/default/classes/PromptTemplateDebugger.cls","431","12","ApexDoc","Missing ApexDoc @return","https://docs.pmd-code.org/pmd-doc-7.11.0/pmd_rules_apex_documentation.html#apexdoc","Documentation","pmd"
